#Position (bp)	insert size
3513381.0	2673.7455006337136
3527132.0	1088.887493721748
3540883.0	1234.1906758756784
3554634.0	455.5950772200772
3568385.0	1382.2059767843912
3582136.0	2353.8383128295254
3595887.0	1479.1588574292157
3609638.0	1693.522872602066
3623389.0	1548.6526207605343
3637140.0	874.3347047434656
3650891.0	1383.4033942558747
3664642.0	867.8120418848167
3678393.0	1404.6282413955682
3692144.0	1688.5947855750487
3705895.0	2566.65778401122
3719646.0	966.4829426781156
3733397.0	1348.0796502008982
3747148.0	1033.8982689115485
3760899.0	1313.4752747252746
3774650.0	1862.9512695562964
3788401.0	1533.3765541740675
3802152.0	1233.3181927421292
3815903.0	1469.7104840559762
3829654.0	587.2198033707865
3843405.0	1970.3229798592574
3857156.0	932.7777517564402
3870907.0	1557.471192923739
3884658.0	8568.335495414896
3898409.0	711.0840925017519
3912160.0	1660.1145555824655
3925911.0	1509.4334998810373
3939662.0	875.7259014847984
3953413.0	2207.3236284889317
3967164.0	719.1185626001374
3980915.0	1105.0155886458817
3994666.0	876.0336661249129
4008417.0	1556.4579860328904
4022168.0	1049.1110866211152
4035919.0	1084.804219009244
4049670.0	1853.149077141505
4063421.0	696.8651865415427
4077172.0	870.6560163154317
4090923.0	1132.3722719141324
4104674.0	1041.354427549195
4118425.0	1124.9857487393115
4132176.0	967.9369947693771
4145927.0	405.2597254004577
4159678.0	604.5224303135889
4173429.0	408.4288803459875
4187180.0	635.3602511366097
4200931.0	495.31811196487376
4214682.0	1260.1067210650633
4228433.0	716.9086819613135
4242184.0	588.3483072916666
4255935.0	1053.279569892473
4269686.0	702.920474137931
4283437.0	536.1734646038443
4297188.0	1017.2999567474048
4310939.0	646.2467476149176
4324690.0	367.02777777777777
4338441.0	777.4186204553178
4352192.0	537.042971280501
4365943.0	967.7691821247892
4379694.0	634.4810671256455
4393445.0	644.1018638925011
4407196.0	1033.2646939602757
4420947.0	645.2900859358625
4434698.0	793.3714996888613
4448449.0	924.4625588361147
4462200.0	489.2772755938617
4475951.0	771.8867512024486
4489702.0	672.3090757005438
4503453.0	456.2204301075269
4517204.0	966.972300849171
4530955.0	657.9060693641618
4544706.0	821.4436950745963
4558457.0	406.7007956448911
4572208.0	575.3555333998006
4585959.0	401.92476616510777
4599710.0	483.94466079114574
4613461.0	434.8801268498943
4627212.0	491.0038570848559
4640963.0	637.5807552320291
4654714.0	403.75862931465736
4668465.0	407.06147291539867
4682216.0	402.4738321799308
4695967.0	473.3468483816014
4709718.0	503.90511568669075
4723469.0	441.0870525850641
4737220.0	483.17894516534113
4750971.0	462.0352063418046
4764722.0	460.69998044201054
4778473.0	408.3593988237857
4792224.0	464.57484895949875
4805975.0	404.44796663190823
4819726.0	420.31691224983507
4833477.0	465.7410814449181
4847228.0	416.3652213810507
4860979.0	514.2707473635946
4874730.0	403.5991514068781
4888481.0	429.9706881903144
4902232.0	435.11876270038385
4915983.0	411.4467080745342
4929734.0	403.0
4943485.0	404.9635278514589
4957236.0	403.7092279579717
4970987.0	404.55571565802114
4984738.0	432.711671024483
4998489.0	419.97085610200367
5012240.0	408.8257110352674
5025991.0	405.87068221070814
5039742.0	407.35863933318313
5053493.0	406.1434987648776
5067244.0	409.24715083798884
5076613.5	402.4450587422253
5083489.0	38.0
5094746.0	396.50948275862066
5108497.0	386.9462012320329
5122248.0	388.18129330254044
5135999.0	0.0
5149750.0	19.0
5163501.0	19.0
5177252.0	19.5
5191003.0	19.0
5204754.0	0.0
5218505.0	0.0
5232256.0	331.02366863905326
5246007.0	0.0
5255740.0	0.0
5262615.5	1380.7991612301958
5273509.0	1313.332219079455
5287260.0	458.76272814601344
5301011.0	414.5364253923635
5314762.0	415.81382580484154
5328513.0	445.8406067677946
5342264.0	412.433488372093
5356015.0	431.07287985865725
5369766.0	415.20599953128664
5383517.0	419.50343370311674
5397268.0	413.56682769726245
5411019.0	413.3569450853715
5421994.0	415.3116343490305
5428869.5	343.9050522648084
5438521.0	344.2565333333333
5452272.0	393.9292696320703
5464002.0	380.0964866959442
5470877.5	365.4158110882957
5479774.0	95.2
5493417.0	21.0
