#Read position (bp)	Clipping profile
0.0	3.391323002114597
1.0	0.9864032444249216
2.0	0.9698542256182897
3.0	0.9439069986004842
4.0	0.9116261964838442
5.0	0.8781195411222686
6.0	0.8623877578122605
7.0	0.8462473567539406
8.0	0.8321500444371801
9.0	0.8178484232462637
10.0	0.796804609208201
11.0	0.7810728258981929
12.0	0.7720832354353311
13.0	0.7555342166286992
14.0	0.741028286563627
15.0	0.7185543104064724
16.0	0.7097690288177667
17.0	0.6971018786200979
18.0	0.6870907437864564
19.0	0.6662512386225495
20.0	0.6568530304113759
21.0	0.6376479962407167
22.0	0.6282497880295431
23.0	0.6145610934610946
24.0	0.6067973562431684
25.0	0.600463781144334
26.0	0.6023025610117375
27.0	0.596786221409527
28.0	0.5902483374365365
29.0	0.5877966309466652
30.0	0.7902667252352107
31.0	0.7751478685476704
32.0	0.6934243188852908
33.0	0.668498636238265
34.0	0.612518004719535
35.0	0.6057758118723886
36.0	0.5935172794230318
37.0	0.5939258971713437
38.0	0.5598063151873002
39.0	0.7465446261658375
40.0	0.6014853255151138
41.0	0.7340817848423246
42.0	0.8427741058932894
43.0	0.5510210335985943
44.0	0.5690002145243179
45.0	0.5736993186299046
46.0	0.7992563156980723
47.0	0.5483650182345671
48.0	0.5275255130706602
49.0	0.5295686018122198
50.0	0.5473434738637872
51.0	0.5712476121400333
52.0	0.5718605387625012
53.0	0.5338590881694946
54.0	0.5947431326679674
55.0	0.7492006415298649
56.0	0.5346763236661185
57.0	0.5549029022075573
58.0	0.5373323390301458
59.0	0.5575589175715847
60.0	0.5442788407514481
61.0	0.53610648578521
62.0	0.5696131411467857
63.0	0.5412142076391088
64.0	0.5412142076391088
65.0	0.5465262383671634
66.0	0.5487736359828789
67.0	0.5544942844592454
68.0	0.6025068698858935
69.0	0.5538813578367776
70.0	0.5722691565108131
71.0	0.576355333993932
72.0	0.5559244465783372
73.0	0.6049585763757649
74.0	0.6474548222002022
75.0	0.5549029022075573
76.0	0.5749251718748404
77.0	0.5587847708165204
78.0	0.5632795660479513
79.0	0.5732907008815927
80.0	0.5643011104187311
81.0	0.5589890796906763
82.0	0.5573546086974288
83.0	0.5596020063131442
84.0	0.5661398902861345
85.0	0.5700217588950977
86.0	0.5687959056501619
87.0	0.5665485080344466
88.0	0.5704303766434095
89.0	0.5708389943917214
90.0	0.5771725694905558
91.0	0.5769682606163999
92.0	0.5798285848545832
93.0	0.5828932179669224
94.0	0.5826889090927665
95.0	0.588409557569133
96.0	0.5986250012769305
97.0	0.5955603681645912
98.0	0.6002594722701781
99.0	0.5953560592904352
100.0	0.6057758118723886
101.0	0.6112921514745993
102.0	0.6168084910768099
103.0	0.6178300354475896
104.0	0.6188515798183694
105.0	0.6251851549172038
106.0	0.6272282436587633
107.0	0.6280454791553871
108.0	0.6333575098834419
109.0	0.6329488921351298
110.0	0.6378523051148727
111.0	0.640712629353056
112.0	0.6390781583598084
113.0	0.644798806836175
114.0	0.6415298648496798
115.0	0.6417341737238357
116.0	0.6398953938564321
117.0	0.6427557180946154
118.0	0.6400997027305881
119.0	0.6396910849822762
120.0	0.640304011604744
121.0	0.6421427914721476
122.0	0.6452074245844869
123.0	0.6466375867035785
124.0	0.6501108375642296
125.0	0.6529711618024129
126.0	0.6595090457754033
127.0	0.660734899020339
128.0	0.6627779877618984
129.0	0.6652296942517699
130.0	0.6736063580921637
131.0	0.6850476550448968
132.0	0.6968975697459419
133.0	0.7013923649773728
134.0	0.7069087045795834
135.0	0.7163069127907571
136.0	0.7208017080221879
137.0	0.7351033292131044
138.0	0.7344904025906365
139.0	0.7436843019276542
140.0	0.7477704794107731
141.0	0.7530825101388279
142.0	0.7551255988803873
143.0	0.7628893360983134
144.0	0.7616634828533778
145.0	0.756147143251167
146.0	0.7485877149073971
147.0	0.7163069127907571
148.0	0.6358092163733132
149.0	0.4768569122799849
150.0	0.21309415574465476
