#Read position (bp)	Clipping profile
0.0	5.922485837188362
1.0	1.3371710986023249
2.0	1.296177452069494
3.0	1.244880589563171
4.0	1.1714427735818966
5.0	1.0846875029114804
6.0	1.0658896141938858
7.0	1.0354184009956853
8.0	0.9988639060259017
9.0	0.9659813018551818
10.0	0.9296460242465362
11.0	0.9120538310152011
12.0	0.8905157252833796
13.0	0.8674979023638757
14.0	0.8402053409021781
15.0	0.8161462355172681
16.0	0.8022259330849966
17.0	0.7858394353399212
18.0	0.7667127205806191
19.0	0.7495589620715603
20.0	0.7335560947084765
21.0	0.7206222704013266
22.0	0.7045097943576739
23.0	0.6888357530362974
24.0	0.6770528198751229
25.0	0.6636805608456967
26.0	0.6537609752541963
27.0	0.6435125636209885
28.0	0.6259751747299379
29.0	0.6125481113602272
30.0	0.7684664594697241
31.0	0.7311447037359571
32.0	0.7792081101654926
33.0	0.6848350361955265
34.0	0.7121824019975086
35.0	0.6684485384504512
36.0	0.59638083097629
37.0	0.7188685315122216
38.0	0.6180285453886807
39.0	0.5826249415648721
40.0	0.6199466972986393
41.0	0.5553323801031746
42.0	0.6702570816798408
43.0	0.5316569051002563
44.0	0.6762307547708548
45.0	0.5326981875656625
46.0	0.5394939257609446
47.0	0.4720845872109688
48.0	0.6109587854919758
49.0	0.5103928210698575
50.0	0.522888210654731
51.0	0.5199835806196508
52.0	0.6099723073668543
53.0	0.5330270136073696
54.0	0.46676856620336904
55.0	0.5267245144746483
56.0	0.4464909602980917
57.0	0.5420149254140331
58.0	0.44681978633979896
59.0	0.5236554714187145
60.0	0.4753180432877562
61.0	0.4475322427634979
62.0	0.5336298613504995
63.0	0.4321870274838286
64.0	0.425336484948262
65.0	0.4074154656752196
66.0	0.41771868164871184
67.0	0.41273148668281934
68.0	0.40878557418233297
69.0	0.40505887904298465
70.0	0.47635932575316237
71.0	0.3981535321671335
72.0	0.430378484254439
73.0	0.43026887557386995
74.0	0.4046752486609929
75.0	0.3999620753965231
76.0	0.4073058569946506
77.0	0.38198625178319623
78.0	0.3719570575111267
79.0	0.3832467516097405
80.0	0.3697100795594608
81.0	0.36713427556608774
82.0	0.3596260809471067
83.0	0.367572710288364
84.0	0.37656062209502744
85.0	0.390809750569006
86.0	0.3859321642836826
87.0	0.38039692591494473
88.0	0.3822602734846189
89.0	0.38746668581164956
90.0	0.39442683702778525
91.0	0.3983727495282716
92.0	0.3969478366808738
93.0	0.40040051011879935
94.0	0.4013321839036364
95.0	0.4063741832098135
96.0	0.40955283494631645
97.0	0.4140467908496481
98.0	0.4200752682809468
99.0	0.4242403981425713
100.0	0.4307621146364307
101.0	0.4360781356440305
102.0	0.4413941566516302
103.0	0.4473678297426443
104.0	0.44994363373601737
105.0	0.45257424206967495
106.0	0.4565201545701614
107.0	0.4634255014460125
108.0	0.47109810908584715
109.0	0.48063406429535593
110.0	0.4895671717617348
111.0	0.4972397794015695
112.0	0.5035422785342908
113.0	0.5131330380840842
114.0	0.5225593846130239
115.0	0.530889644336273
116.0	0.5410284472889114
117.0	0.548591446248177
118.0	0.5560448365268736
119.0	0.564923139652968
120.0	0.5783502030226786
121.0	0.591229222989544
122.0	0.6048755037203926
123.0	0.6158911761175838
124.0	0.6273452832370513
125.0	0.6407175422664774
126.0	0.6561723662267157
127.0	0.671627190186954
128.0	0.6829716886258524
129.0	0.695357469530157
130.0	0.7098806197055582
131.0	0.7279660519994542
132.0	0.7464899190156263
133.0	0.7680828290877325
134.0	0.7873739568678881
135.0	0.8053497804812151
136.0	0.8291348641647024
137.0	0.853139165209328
138.0	0.878952009483343
139.0	0.9021890497639851
140.0	0.934962045254136
141.0	0.9600076287641677
142.0	0.9879578423092795
143.0	1.0159080558543916
144.0	1.046708095094299
145.0	1.0903323499607875
146.0	1.1350526916329666
147.0	1.145903951009304
148.0	1.0760832214868088
149.0	0.8685939891695662
150.0	0.35979049396796026
